super_book_title,super_book_code,high_level_keyword,parisian_keyword
Voyage sur le Rhin depuis Mayence jusqu'à Dusseldorf,spbk0004495,pk036,Histoire
Xenophontis Cyropaedia,spbk0004496,pk105,Science et Arts
Vie de Joseph Balsamo connu sous le nom de comte de Cagliostro,spbk0004497,pk105,Science et Arts
Enfer (l') des peuples anciens,spbk0004498,pk036,Histoire
Catalogue de plusieurs sortes d'arbres de l'Amerique,spbk0004499,pk105,Science et Arts
Histoire des révolutions d'Angleterre,spbk0004500,pk036,Histoire
Mémoires de la minorité de Louis XV,spbk0004501,pk036,Histoire
[Pouvoir executif],spbk0004502,pk114,Undetermined
[Recherches sur l'Inde],spbk0004503,pk114,Undetermined
Voyage aux îles de Lipari fait en 1781,spbk0004504,pk036,Histoire
Histoire naturelle de l'homme,spbk0004505,pk105,Science et Arts
[Recueil des pièces philosophiques de Voltaire],spbk0004508,pk105,Science et Arts
Vérites (les) et les devoirs du christianisme,spbk0004514,pk106,Théologie
Contes sages et fous,spbk0004515,pk015,Belles-Lettres
Esprit (l') des monarques philosophes,spbk0004516,pk105,Science et Arts
[Histoire de Louis XIII],spbk0004517,pk036,Histoire
[Narration de Titus Livius],spbk0004519,pk036,Histoire
Poésies de Malherbe,spbk0004520,pk015,Belles-Lettres
[Recueil instructif],spbk0004522,pk114,Undetermined
"Testament, de Gille Blasius Sterne",spbk0004523,pk015,Belles-Lettres
Voyages (les) du Lord Henri,spbk0004524,pk015,Belles-Lettres
Gebete eines weisen,spbk0004525,pk114,Undetermined
Voyage de Milady Craven à Constantinople par la Crimée,spbk0004526,pk036,Histoire
Traité général du commerce,spbk0004527,pk105,Science et Arts
Nouvelle théorie des sources salées,spbk0004528,pk105,Science et Arts
[Sophronie],spbk0004529,pk015,Belles-Lettres
Nouveau (le) secrétaire françois allemand,spbk0004530,pk015,Belles-Lettres
Histoire naturelle de la Suisse dans l'ancien monde,spbk0004531,pk105,Science et Arts
Sermons du Père Pierre-Claude Frey de Neuville,spbk0004532,pk106,Théologie
Théorie de l'art du mineur,spbk0004533,pk105,Science et Arts
Histoire naturelle du Jorat et de ses environs,spbk0004534,pk105,Science et Arts
Fastes (les) de la Grande-Bretagne,spbk0004535,pk036,Histoire
Dictionnaire domestique portatif,spbk0004536,pk105,Science et Arts
Apologie de la société naturelle,spbk0004537,pk105,Science et Arts
Recueil des oeuvres de Madame Du Bocage,spbk0004538,pk015,Belles-Lettres
Mémoires pour servir à la connoissance de l'état actuel du royaume de Danemarck,spbk0004540,pk036,Histoire
Histoire de la guerre de Sept ans,spbk0004542,pk036,Histoire
[Principes d'ortographe],spbk0004543,pk105,Science et Arts
Droit naturel,spbk0004544,NA,NA
Memoires du chevalier de Ravanne,spbk0004545,pk015,Belles-Lettres
Grammaire nouvelle Espagnole et Françoise,spbk0004546,pk015,Belles-Lettres
Diálogos nuevos en español y francés,spbk0004547,pk015,Belles-Lettres
Lythologie sicilienne,spbk0004548,pk105,Science et Arts
Aventures de Lazarille de Tormes,spbk0004549,pk015,Belles-Lettres
Abrégé de l'histoire romaine à l'usage des jeunes gens,spbk0004551,pk036,Histoire
Abrégé de l'histoire sacrée,spbk0004552,pk036,Histoire
Questions de droit public,spbk0004553,pk082,Jurisprudence
Education (de l') des enfans,spbk0004557,pk105,Science et Arts
Elemens du droit naturel par Burlamaqui,spbk0004558,pk082,Jurisprudence
Histoire de la vie et de la mort de Bianca Capello,spbk0004559,pk015,Belles-Lettres
"Eclaircissements sur l'invention, la théorie, la construction, et les épreuves des nouvelles machines proposées en France",spbk0004560,pk105,Science et Arts
"Essais historiques, critiques, littéraires et philosophiques",spbk0004561,pk015,Belles-Lettres
Guide pour le voyage d'Italie en poste,spbk0004563,pk036,Histoire
Histoire de France sous le regne de Louis XI,spbk0004564,pk036,Histoire
Histoire générale de Pologne,spbk0004565,pk036,Histoire
Principes de la philosophie naturelle,spbk0004568,pk105,Science et Arts
Agrémens des campagnards dans la chasse des oiseaux,spbk0004571,pk105,Science et Arts
Méthode abrégée et facile pour apprendre la géographie,spbk0004572,pk036,Histoire
Considérations sur les causes de la grandeur des Romains,spbk0004573,pk036,Histoire
Relation d'un voyage dans la mer du Nord,spbk0004574,pk036,Histoire
[Lettres de la comtesse de lauriere (?)],spbk0004575,pk114,Undetermined
"Nouveau voyage en France, de Sterne",spbk0004576,pk015,Belles-Lettres
"Zélie, ou, L'ingénue",spbk0004577,pk015,Belles-Lettres
"Voyage en Pologne, Russie, Suède, Dannemarc",spbk0004578,pk036,Histoire
Dictionnaire des ponts et chaussées,spbk0004579,pk105,Science et Arts
Tarare,spbk0004580,pk015,Belles-Lettres
Essai sur l'éducation intellectuelle,spbk0004581,pk105,Science et Arts
Histoire de lady Barton,spbk0004582,pk015,Belles-Lettres
Arsace et Isménie: conte oriental,spbk0004584,pk015,Belles-Lettres
Avis au peuple sur l'amélioration de ses terres et la santé de ses bestiaux,spbk0004585,pk105,Science et Arts
Avis important aux siegneurs & propriétaires de terres,spbk0004586,pk082,Jurisprudence
Bagatelles littéraires,spbk0004587,pk015,Belles-Lettres
"Cécile, comédie",spbk0004588,pk015,Belles-Lettres
Considérations sur l'influence du génie de Vauban,spbk0004592,pk105,Science et Arts
Correspondance secrete et familiere de M. de Maupeou avec M. de Sor***,spbk0004593,pk036,Histoire
Défenseur (un) du peuple à l'Empereur Joseph II,spbk0004594,pk105,Science et Arts
Défense de Mr. l'Abbé Raynal et de Mr. Borrelly,spbk0004595,pk105,Science et Arts
Description historico-chimique et médicale des eaux et des bains d'Embs,spbk0004596,pk105,Science et Arts
"Dictionnaire géographique, historique et critique",spbk0004599,pk036,Histoire
Dictionnaire social et patriotique,spbk0004600,pk015,Belles-Lettres
"Discours sur les ""Confessions"" de Jean-Jacques Rousseau",spbk0004601,pk036,Histoire
[Discours sur divers sujets],spbk0004603,pk114,Undetermined
Dissertation sur le bled et le pain,spbk0004604,pk105,Science et Arts
[Dissertation sur l'origine des maladies épidémiques],spbk0004605,pk105,Science et Arts
Docteurs modernes (les),spbk0004606,pk015,Belles-Lettres
Duchesse (la) de Medo,spbk0004607,pk015,Belles-Lettres
Nouvelle (la) maison rustique,spbk0004608,pk105,Science et Arts
[Edit du Roi],spbk0004609,pk114,Undetermined
Elémens de la grammaire française,spbk0004610,pk015,Belles-Lettres
Eloge historique d'Albert de Haller,spbk0004611,pk105,Science et Arts
Emploi (de l') de l'argent,spbk0004612,pk105,Science et Arts
Essai sur les maladies qui attaquent le plus communement les gens de mer,spbk0004613,pk105,Science et Arts
Nouvel essai sur le projet de la paix perpétuelle,spbk0004614,pk105,Science et Arts
Famille (la) vertueuse,spbk0004615,pk015,Belles-Lettres
[Guide de la jeunesse],spbk0004616,pk114,Undetermined
Guide (le) de santé,spbk0004617,pk105,Science et Arts
Histoire du Cardinal Alberoni,spbk0004618,pk036,Histoire
Histoire et avantures de dona Rufine,spbk0004619,pk015,Belles-Lettres
Histoire abrégée des officiers suisses,spbk0004621,pk082,Jurisprudence
Histoire raisonnée des premiers siècles de Rome,spbk0004622,pk036,Histoire
Histoire civile et naturelle du royaume de Siam,spbk0004624,pk036,Histoire
"Histoire de Pierre Terrail, dit le chevalier Bayard",spbk0004625,pk036,Histoire
Idylles et pièces fugitives,spbk0004626,pk015,Belles-Lettres
Institutions de chirurgie,spbk0004627,pk105,Science et Arts
[Lettres du chevalier de F*],spbk0004628,pk114,Undetermined
Lettres interéssantes à plusiers personnes de qualité,spbk0004629,pk015,Belles-Lettres
Mariage (le) de Fanchette,spbk0004631,pk015,Belles-Lettres
Mémoires de Mademoiselle de Baudéon,spbk0004632,pk015,Belles-Lettres
Republique (la) de Platon,spbk0004633,pk105,Science et Arts
Histoire des camisards,spbk0004635,pk036,Histoire
"Voyage autour du monde fait dans les années MDCCXL, I, II, II, IV",spbk0004636,pk036,Histoire
Mémoires du comte de Forbin,spbk0004637,pk036,Histoire
[Della necessita],spbk0004642,pk114,Undetermined
[Mémoire de Beauval],spbk0004643,pk114,Undetermined
Mémoire historique sur la fondation des colonies françoises,spbk0004644,pk036,Histoire
Soupirs (les) d'Euridice aux Champs Elisées,spbk0004645,pk015,Belles-Lettres
Suppression de la ferme générale,spbk0004646,pk105,Science et Arts
"Tables historiques, généalogiques et géographiques",spbk0004647,pk036,Histoire
Théâtres et oeuvres mêlées,spbk0004649,pk015,Belles-Lettres
Théorie de J.-J. Rousseau sur l'éducation,spbk0004650,pk105,Science et Arts
Traité sur le bonheur public,spbk0004651,pk105,Science et Arts
Traité de l'inoculation de la petite vérole,spbk0004652,pk105,Science et Arts
[Traité de mathématiques],spbk0004653,pk105,Science et Arts
[Vie du chevalier de Viau],spbk0004654,pk114,Undetermined
Vie du cardinal d'Ossat,spbk0004655,pk036,Histoire
Voyageurs (les) savants et curieux,spbk0004657,pk036,Histoire
Zelmire,spbk0004658,pk015,Belles-Lettres
[Nouveau Théâtre],spbk0004660,pk015,Belles-Lettres
Contes nouveaux en vers,spbk0004662,pk015,Belles-Lettres
Elémens de la politique,spbk0004663,pk105,Science et Arts
Introduction familière à la connoissance de la nature,spbk0004665,pk105,Science et Arts
Mademoiselle Javotte,spbk0004666,pk015,Belles-Lettres
Siècle (le) de Louis XIV,spbk0004667,pk036,Histoire
Traité du rakitis,spbk0004668,pk105,Science et Arts
[Instruction pour plaire],spbk0004669,pk114,Undetermined
Phrosine et Mélidore,spbk0004670,pk015,Belles-Lettres
[Palettes ABC],spbk0004671,pk114,Undetermined
Defensio declarationis,spbk0004672,pk106,Théologie
[Discours chrétiens],spbk0004673,pk114,Undetermined
Fantaisies (mes),spbk0004674,pk015,Belles-Lettres
Philosophie d'une femme,spbk0004675,pk105,Science et Arts
Eclaircissemens historiques sur les causes de la révocation de l'édit de Nantes,spbk0004677,pk036,Histoire
Education (de l') morale en faveur de la jeunesse,spbk0004679,pk105,Science et Arts
"Dernières pensées du roi de P***, écrites de sa main",spbk0004682,pk036,Histoire
Description des terres magellaniques et des pays adjacens,spbk0004685,pk036,Histoire
Anti-Pamela,spbk0004686,pk015,Belles-Lettres
[Discours de Raynal],spbk0004687,pk114,Undetermined
[Lettres du comte d**],spbk0004689,pk114,Undetermined
Nouvelles observations sur la phtisie pulmonaire,spbk0004691,pk105,Science et Arts
Lettres sur les truffes du Piémont,spbk0004694,pk105,Science et Arts
"Alberti Halleri,... De Partium corporis humani praecipuarum fabrica et functionibus",spbk0004699,pk105,Science et Arts
Vie de Charles de Navarre,spbk0004700,pk036,Histoire
Manuel (le) de Xéfolius,spbk0004701,pk105,Science et Arts
Lettres taïtiennes,spbk0004702,pk015,Belles-Lettres
Vicissitudes (les) de la fortune,spbk0004703,pk015,Belles-Lettres
Vieux (le) baron anglais,spbk0004704,pk015,Belles-Lettres
Lettres écrites de Lausanne,spbk0004705,pk015,Belles-Lettres
Lettres de milady Worthley Montague,spbk0004706,pk036,Histoire
Nouveau dictionnaire historique,spbk0004708,pk036,Histoire
[Observations de Pasteau (?)],spbk0004709,pk114,Undetermined
Songes (les) physiques,spbk0004711,pk105,Science et Arts
Dictionnaire veterinaire,spbk0004712,pk105,Science et Arts
Traité économique et physique du gros et du menu bétail,spbk0004713,pk105,Science et Arts
Die vornehmsten Europaeischen Reisen,spbk0004714,pk036,Histoire
Révolution de l'Amérique,spbk0004715,pk036,Histoire
Sur Moses Mendelssohn,spbk0004716,pk036,Histoire
[Itinéraire pour les glaciers de Grindelwald],spbk0004717,pk036,Histoire
Amans (les) d'autrefois,spbk0004719,pk015,Belles-Lettres
Année (une) de la vie du Chevalier de Faublas,spbk0004720,pk015,Belles-Lettres
Chef-d'oeuvres dramatique de Voltaire,spbk0004722,pk015,Belles-Lettres
"Oraisons funébres, par M.M. Bossuet et Fléchier",spbk0004723,pk106,Théologie
Il Vignola illustrato,spbk0004724,pk105,Science et Arts
Della Filosofia della storia libri tre dell' abate Aurelio de' Giorgi Bertòla,spbk0004725,pk036,Histoire
Abrégé de l'histoire Romaine et Greque,spbk0004726,pk036,Histoire
Recueil de lettres françoises et italiennes,spbk0004727,pk015,Belles-Lettres
Recueil des oeuvres physiques et médicinales,spbk0004728,pk105,Science et Arts
"Roberti Stephani,... Thesaurus linguae latinae",spbk0004729,pk015,Belles-Lettres
Délassemens (Ies) poétiques,spbk0004731,pk015,Belles-Lettres
Point de banqueroute,spbk0004732,pk105,Science et Arts
Lettres de la marquise de Bremont à Eugénie,spbk0004733,pk015,Belles-Lettres
Art (l') des Lettres de Change,spbk0004734,pk105,Science et Arts
Méthode sûre pour apprendre à nager,spbk0004735,pk105,Science et Arts
Avantures (les) d'Euphormion,spbk0004736,pk015,Belles-Lettres
Caractères (les) de Théophraste,spbk0004737,pk105,Science et Arts
Connoissance de la mythologie,spbk0004738,pk036,Histoire
Discours sur les préjugés contre la religion,spbk0004739,pk106,Théologie
Ecolier (l') vertueux,spbk0004740,pk105,Science et Arts
Chef-d'oeuvres de Campistron,spbk0004741,pk015,Belles-Lettres
Comédies (les) de Plaute,spbk0004742,pk015,Belles-Lettres
Oeuvres (les) de Tacite,spbk0004743,pk036,Histoire
Sagesse (la) angélique,spbk0004744,pk106,Théologie
Phytographie universelle,spbk0004745,pk105,Science et Arts
Oeuvres de Regnard,spbk0004746,pk015,Belles-Lettres
"Inconnue (l'), roman nouveau",spbk0004747,pk015,Belles-Lettres
"Rhétorique françoise, par M. Crevier",spbk0004748,pk015,Belles-Lettres
Nouvelle grammaire angloise,spbk0004749,pk015,Belles-Lettres
Cours de mathématiques,spbk0004751,pk105,Science et Arts
Elémens de l'histoire générale,spbk0004752,NA,NA
[Recueil des contes],spbk0004753,pk015,Belles-Lettres
Tocsin (le) des rois,spbk0004756,pk036,Histoire
Anatomie (l') du corps humain,spbk0004757,pk105,Science et Arts
Mémoire sur la manière dont on extrait en Corse le fer de la mine d'Elbe,spbk0004758,pk105,Science et Arts
Monsieur Cassandre,spbk0004759,pk015,Belles-Lettres
Mes soirées,spbk0004760,pk015,Belles-Lettres
Histoire générale d'Italie,spbk0004761,pk036,Histoire
Manière (de la) de graver à l'eau forte et au burin,spbk0004762,pk105,Science et Arts
Précis du traitement contre les ténia ou vers solitaires,spbk0004763,pk105,Science et Arts
[Bibliothèque bleue],spbk0004764,pk015,Belles-Lettres
Olimpiade politique et militaire,spbk0004765,pk036,Histoire
Médecin (le) philosophe,spbk0004766,pk105,Science et Arts
Mémoires d'un Américain,spbk0004767,pk015,Belles-Lettres
Voyageurs (les) aériens,spbk0004770,pk105,Science et Arts
Dîners (les) de M. Guillaume,spbk0004771,pk015,Belles-Lettres
Essais historiques et critiques sur la maréchaussée,spbk0004772,pk036,Histoire
Aux bataves sur le Stathouderat,spbk0004773,pk036,Histoire
Bonne (la) mère,spbk0004774,pk015,Belles-Lettres
Examen des motifs d'une association,spbk0004775,pk036,Histoire
[Frédéric le grand],spbk0004776,pk114,Undetermined
Il faut croire à sa femme,spbk0004777,pk015,Belles-Lettres
Résolution (la) inutile,spbk0004779,pk015,Belles-Lettres
"Mélanges de littérature et d'histoire, par H. Bon de Villenfagne",spbk0004780,pk036,Histoire
Folies (les) philosophiques,spbk0004781,pk015,Belles-Lettres
"Lettre, ou Mémoire historique sur les troubles populaires de Paris",spbk0004782,pk036,Histoire
[Joseph II],spbk0004783,pk114,Undetermined
Observations d'un voyageur sur la Russie,spbk0004785,pk036,Histoire
Lettre amicale à M. N***,spbk0004787,pk036,Histoire
Manuel usuel et économique des plantes,spbk0004789,pk105,Science et Arts
Index testarum conchyliorum,spbk0004793,pk105,Science et Arts
[Conference de Bordeaux],spbk0004794,pk114,Undetermined
"Lettres d'Adelaïde de Dammartin, comtesse de Sancerre",spbk0004795,pk015,Belles-Lettres
Amours (les) et aventures du visir Vergennes,spbk0004796,NA,NA
"Amusements, gaietés et frivolités poétiques",spbk0004797,NA,NA
Discours sur l'économie politique,spbk0004798,NA,NA
Droits (les) des colonies britaniques,spbk0004799,NA,NA
Gazetier (le) monastique,spbk0004800,NA,NA
Histoire naturelle de la religion universelle,spbk0004801,NA,NA
Histoire secrète de Louis XIV,spbk0004802,NA,NA
Il était seul. Pourquoi le choisir?,spbk0004803,NA,NA
Lettre sur le rappel des jésuites en France,spbk0004804,NA,NA
Lettres profanes à l'abbé Baudeau,spbk0004805,NA,NA
Meubles (les) vendus,spbk0004806,NA,NA
Moines (les) après le chien,spbk0004807,NA,NA
Morale (la) universelle,spbk0004808,pk105,Science et Arts
Oeuvres de Bolingbroke,spbk0004809,NA,NA
Oeuvres de Chevrier,spbk0004810,NA,NA
Oraison funèbre du vicaire savoyard,spbk0004811,NA,NA
Père (le) Adam aux prises avec M. de Voltaire,spbk0004812,NA,NA
Passe-tems (les) d'Antoinette,spbk0004813,NA,NA
Rapport de l'homme avec la nature,spbk0004814,NA,NA
Requête au roi pour la suppression des moines,spbk0004815,NA,NA
Science du bordel,spbk0004816,NA,NA
Supplément aux poésies gaillardes,spbk0004817,NA,NA
Système féodal,spbk0004818,NA,NA
Véritable Arétin,spbk0004819,NA,NA
Vie d'Antoinette,spbk0004820,NA,NA
Elémens de mathématiques,spbk0004822,pk105,Science et Arts
[Histoire de Russie],spbk0004823,pk036,Histoire
Quatre (les) saisons,spbk0004824,pk015,Belles-Lettres
Grammaire allemande & françoise,spbk0004825,pk015,Belles-Lettres
Histoire d'Angleterre,spbk0004826,pk036,Histoire
Voyage au Cap de Bonne-Espérance et autour du monde avec le capitaine Cook,spbk0004827,pk036,Histoire
Dictionnaire grammatical de la langue françoise,spbk0004828,pk015,Belles-Lettres
